m,TagName,
"2012-10-01 00:00:00","ruby","2255"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c","3184"
"2012-11-01 00:00:00","c#","12222"
"2012-11-01 00:00:00","c++","6262"
"2012-11-01 00:00:00","delphi","442"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","java","13578"
"2012-11-01 00:00:00","javascript","12318"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11697"
"2012-11-01 00:00:00","python","6388"
"2012-11-01 00:00:00","r","1345"
"2012-11-01 00:00:00","ruby","2127"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c","2560"
"2012-12-01 00:00:00","c#","10943"
"2012-12-01 00:00:00","c++","5679"
"2012-12-01 00:00:00","delphi","428"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12399"
"2012-12-01 00:00:00","javascript","11729"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","php","10978"
"2012-12-01 00:00:00","python","5741"
"2012-12-01 00:00:00","r","1213"
"2012-12-01 00:00:00","ruby","1902"
"2012-12-01 00:00:00","swift","4"
"2013-01-01 00:00:00","assembly","294"
"2013-01-01 00:00:00","c","2901"
"2013-01-01 00:00:00","c#","12742"
"2013-01-01 00:00:00","c++","6030"
"2013-01-01 00:00:00","delphi","480"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","java","13677"
"2013-01-01 00:00:00","javascript","13759"
"2013-01-01 00:00:00","perl","660"
"2013-01-01 00:00:00","php","12797"
"2013-01-01 00:00:00","python","6560"
"2013-01-01 00:00:00","r","1506"
"2013-01-01 00:00:00","ruby","2303"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c","3085"
"2013-02-01 00:00:00","c#","12471"
"2013-02-01 00:00:00","c++","6049"
"2013-02-01 00:00:00","delphi","447"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13657"
"2013-02-01 00:00:00","javascript","13605"
"2013-02-01 00:00:00","perl","745"
"2013-02-01 00:00:00","php","12453"
"2013-02-01 00:00:00","python","6723"
"2013-02-01 00:00:00","r","1656"
"2013-02-01 00:00:00","ruby","2209"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c","3427"
"2013-03-01 00:00:00","c#","14219"
"2013-03-01 00:00:00","c++","7169"
"2013-03-01 00:00:00","delphi","524"
"2013-03-01 00:00:00","go","126"
"2013-03-01 00:00:00","java","15867"
"2013-03-01 00:00:00","javascript","15251"
"2013-03-01 00:00:00","perl","850"
"2013-03-01 00:00:00","php","14016"
"2013-03-01 00:00:00","python","7600"
"2013-03-01 00:00:00","r","1846"
"2013-03-01 00:00:00","ruby","2557"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","332"
"2013-04-01 00:00:00","c","3521"
"2013-04-01 00:00:00","c#","13860"
"2013-04-01 00:00:00","c++","7102"
"2013-04-01 00:00:00","delphi","509"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16173"
"2013-04-01 00:00:00","javascript","15275"
"2013-04-01 00:00:00","perl","837"
"2013-04-01 00:00:00","php","13310"
"2013-04-01 00:00:00","python","7909"
"2013-04-01 00:00:00","r","1834"
"2013-04-01 00:00:00","ruby","2457"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c","3186"
"2013-05-01 00:00:00","c#","13426"
"2013-05-01 00:00:00","c++","6811"
"2013-05-01 00:00:00","delphi","533"
"2013-05-01 00:00:00","go","142"
"2013-05-01 00:00:00","java","15222"
"2013-05-01 00:00:00","javascript","15009"
"2013-05-01 00:00:00","perl","901"
"2013-05-01 00:00:00","php","12986"
"2013-05-01 00:00:00","python","7789"
"2013-05-01 00:00:00","r","1777"
"2013-05-01 00:00:00","ruby","2337"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","293"
"2013-06-01 00:00:00","c","2928"
"2013-06-01 00:00:00","c#","12750"
"2013-06-01 00:00:00","c++","6177"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13874"
"2013-06-01 00:00:00","javascript","14563"
"2013-06-01 00:00:00","perl","828"
"2013-06-01 00:00:00","php","12622"
"2013-06-01 00:00:00","python","7579"
"2013-06-01 00:00:00","r","1773"
"2013-06-01 00:00:00","ruby","2219"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","296"
"2013-07-01 00:00:00","c","3003"
"2013-07-01 00:00:00","c#","14131"
"2013-07-01 00:00:00","c++","6572"
"2013-07-01 00:00:00","delphi","506"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15134"
"2013-07-01 00:00:00","javascript","16760"
"2013-07-01 00:00:00","perl","950"
"2013-07-01 00:00:00","php","14221"
"2013-07-01 00:00:00","python","8594"
"2013-07-01 00:00:00","r","1963"
"2013-07-01 00:00:00","ruby","2435"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","210"
"2013-08-01 00:00:00","c","3002"
"2013-08-01 00:00:00","c#","13811"
"2013-08-01 00:00:00","c++","6237"
"2013-08-01 00:00:00","delphi","449"
"2013-08-01 00:00:00","go","207"
"2013-08-01 00:00:00","java","15008"
"2013-08-01 00:00:00","javascript","16791"
"2013-08-01 00:00:00","perl","832"
"2013-08-01 00:00:00","php","14201"
"2013-08-01 00:00:00","python","7931"
"2013-08-01 00:00:00","r","1915"
"2013-08-01 00:00:00","ruby","2476"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","290"
"2013-09-01 00:00:00","c","3384"
"2013-09-01 00:00:00","c#","13724"
"2013-09-01 00:00:00","c++","6534"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16210"
"2013-09-01 00:00:00","javascript","17646"
"2013-09-01 00:00:00","perl","684"
"2013-09-01 00:00:00","php","14155"
"2013-09-01 00:00:00","python","7947"
"2013-09-01 00:00:00","r","1708"
"2013-09-01 00:00:00","ruby","2386"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","377"
"2013-10-01 00:00:00","c","4230"
"2013-10-01 00:00:00","c#","15154"
"2013-10-01 00:00:00","c++","7952"
"2013-10-01 00:00:00","delphi","520"
"2013-10-01 00:00:00","go","211"
"2013-10-01 00:00:00","java","18658"
"2013-10-01 00:00:00","javascript","19660"
"2013-10-01 00:00:00","perl","814"
"2013-10-01 00:00:00","php","15231"
"2013-10-01 00:00:00","python","9462"
"2013-10-01 00:00:00","r","2086"
"2013-10-01 00:00:00","ruby","2787"
"2013-10-01 00:00:00","swift","10"
"2013-11-01 00:00:00","assembly","417"
"2013-11-01 00:00:00","c","4276"
"2013-11-01 00:00:00","c#","14542"
"2013-11-01 00:00:00","c++","8101"
"2013-11-01 00:00:00","delphi","460"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18686"
"2013-11-01 00:00:00","javascript","18423"
"2013-11-01 00:00:00","perl","821"
"2013-11-01 00:00:00","php","14777"
"2013-11-01 00:00:00","python","9464"
"2013-11-01 00:00:00","r","2185"
"2013-11-01 00:00:00","ruby","2572"
"2013-11-01 00:00:00","swift","5"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","c","3494"
"2013-12-01 00:00:00","c#","13586"
"2013-12-01 00:00:00","c++","6987"
"2013-12-01 00:00:00","delphi","448"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17399"
"2013-12-01 00:00:00","javascript","17958"
"2013-12-01 00:00:00","perl","764"
"2013-12-01 00:00:00","php","14330"
"2013-12-01 00:00:00","python","8432"
"2013-12-01 00:00:00","r","1905"
"2013-12-01 00:00:00","ruby","2441"
"2013-12-01 00:00:00","swift","11"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","c","3724"
"2014-01-01 00:00:00","c#","15296"
"2014-01-01 00:00:00","c++","7672"
"2014-01-01 00:00:00","delphi","490"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18613"
"2014-01-01 00:00:00","javascript","21064"
"2014-01-01 00:00:00","perl","809"
"2014-01-01 00:00:00","php","16680"
"2014-01-01 00:00:00","python","9818"
"2014-01-01 00:00:00","r","2345"
"2014-01-01 00:00:00","ruby","2756"
"2014-01-01 00:00:00","swift","6"
"2014-02-01 00:00:00","assembly","373"
"2014-02-01 00:00:00","c","3966"
"2014-02-01 00:00:00","c#","15078"
"2014-02-01 00:00:00","c++","7651"
"2014-02-01 00:00:00","delphi","489"
"2014-02-01 00:00:00","go","204"
"2014-02-01 00:00:00","java","19176"
"2014-02-01 00:00:00","javascript","21085"
"2014-02-01 00:00:00","perl","790"
"2014-02-01 00:00:00","php","16419"
"2014-02-01 00:00:00","python","9876"
"2014-02-01 00:00:00","r","2616"
"2014-02-01 00:00:00","ruby","2596"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","450"
"2014-03-01 00:00:00","c","4548"
"2014-03-01 00:00:00","c#","16117"
"2014-03-01 00:00:00","c++","8649"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","21889"
"2014-03-01 00:00:00","javascript","22564"
"2014-03-01 00:00:00","perl","907"
"2014-03-01 00:00:00","php","18192"
"2014-03-01 00:00:00","python","11397"
"2014-03-01 00:00:00","r","2798"
"2014-03-01 00:00:00","ruby","2945"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","363"
"2014-04-01 00:00:00","c","3997"
"2014-04-01 00:00:00","c#","15245"
"2014-04-01 00:00:00","c++","8106"
"2014-04-01 00:00:00","delphi","390"
"2014-04-01 00:00:00","go","341"
"2014-04-01 00:00:00","java","20766"
"2014-04-01 00:00:00","javascript","21331"
"2014-04-01 00:00:00","perl","820"
"2014-04-01 00:00:00","php","17510"
"2014-04-01 00:00:00","python","10716"
"2014-04-01 00:00:00","r","2729"
"2014-04-01 00:00:00","ruby","2741"
"2014-04-01 00:00:00","swift","4"
"2014-05-01 00:00:00","assembly","329"
"2014-05-01 00:00:00","c","3249"
"2014-05-01 00:00:00","c#","13834"
"2014-05-01 00:00:00","c++","6763"
"2014-05-01 00:00:00","delphi","468"
"2014-05-01 00:00:00","go","278"
"2014-05-01 00:00:00","java","17872"
"2014-05-01 00:00:00","javascript","19681"
"2014-05-01 00:00:00","perl","794"
"2014-05-01 00:00:00","php","14630"
"2014-05-01 00:00:00","python","9210"
"2014-05-01 00:00:00","r","2576"
"2014-05-01 00:00:00","ruby","2671"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","266"
"2014-06-01 00:00:00","c","2762"
"2014-06-01 00:00:00","c#","12433"
"2014-06-01 00:00:00","c++","5641"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15838"
"2014-06-01 00:00:00","javascript","18210"
"2014-06-01 00:00:00","perl","675"
"2014-06-01 00:00:00","php","12890"
"2014-06-01 00:00:00","python","8884"
"2014-06-01 00:00:00","r","2396"
"2014-06-01 00:00:00","ruby","2329"
"2014-06-01 00:00:00","swift","2386"
"2014-07-01 00:00:00","assembly","215"
"2014-07-01 00:00:00","c","2821"
"2014-07-01 00:00:00","c#","13631"
"2014-07-01 00:00:00","c++","6254"
"2014-07-01 00:00:00","delphi","444"
"2014-07-01 00:00:00","go","450"
"2014-07-01 00:00:00","java","17297"
"2014-07-01 00:00:00","javascript","20041"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","php","14177"
"2014-07-01 00:00:00","python","9889"
"2014-07-01 00:00:00","r","2631"
"2014-07-01 00:00:00","ruby","2551"
"2014-07-01 00:00:00","swift","1632"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2669"
"2014-08-01 00:00:00","c#","12451"
"2014-08-01 00:00:00","c++","5863"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15682"
"2014-08-01 00:00:00","javascript","18373"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13114"
"2014-08-01 00:00:00","python","9092"
"2014-08-01 00:00:00","r","2468"
"2014-08-01 00:00:00","ruby","2458"
"2014-08-01 00:00:00","swift","1689"
"2014-09-01 00:00:00","assembly","280"
"2014-09-01 00:00:00","c","3222"
"2014-09-01 00:00:00","c#","12291"
"2014-09-01 00:00:00","c++","6167"
"2014-09-01 00:00:00","delphi","445"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","java","16626"
"2014-09-01 00:00:00","javascript","18050"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","php","13276"
"2014-09-01 00:00:00","python","8754"
"2014-09-01 00:00:00","r","2357"
"2014-09-01 00:00:00","ruby","2267"
"2014-09-01 00:00:00","swift","1895"
"2014-10-01 00:00:00","assembly","392"
"2014-10-01 00:00:00","c","3795"
"2014-10-01 00:00:00","c#","12521"
"2014-10-01 00:00:00","c++","6818"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","go","380"
"2014-10-01 00:00:00","java","17832"
"2014-10-01 00:00:00","javascript","18842"
"2014-10-01 00:00:00","perl","639"
"2014-10-01 00:00:00","php","13508"
"2014-10-01 00:00:00","python","9555"
"2014-10-01 00:00:00","r","2765"
"2014-10-01 00:00:00","ruby","2339"
"2014-10-01 00:00:00","swift","2459"
"2014-11-01 00:00:00","assembly","386"
"2014-11-01 00:00:00","c","3654"
"2014-11-01 00:00:00","c#","11837"
"2014-11-01 00:00:00","c++","6538"
"2014-11-01 00:00:00","delphi","425"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","java","17777"
"2014-11-01 00:00:00","javascript","17915"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","12947"
"2014-11-01 00:00:00","python","9549"
"2014-11-01 00:00:00","r","2700"
"2014-11-01 00:00:00","ruby","2107"
"2014-11-01 00:00:00","swift","2551"
"2014-12-01 00:00:00","assembly","329"
"2014-12-01 00:00:00","c","3148"
"2014-12-01 00:00:00","c#","11053"
"2014-12-01 00:00:00","c++","6065"
"2014-12-01 00:00:00","delphi","313"
"2014-12-01 00:00:00","go","349"
"2014-12-01 00:00:00","java","16316"
"2014-12-01 00:00:00","javascript","16923"
"2014-12-01 00:00:00","perl","565"
"2014-12-01 00:00:00","php","12270"
"2014-12-01 00:00:00","python","9018"
"2014-12-01 00:00:00","r","2356"
"2014-12-01 00:00:00","ruby","2143"
"2014-12-01 00:00:00","swift","2481"
"2015-01-01 00:00:00","assembly","333"
"2015-01-01 00:00:00","c","3204"
"2015-01-01 00:00:00","c#","11714"
"2015-01-01 00:00:00","c++","6119"
"2015-01-01 00:00:00","delphi","379"
"2015-01-01 00:00:00","go","468"
"2015-01-01 00:00:00","java","16502"
"2015-01-01 00:00:00","javascript","18483"
"2015-01-01 00:00:00","perl","589"
"2015-01-01 00:00:00","php","13540"
"2015-01-01 00:00:00","python","9663"
"2015-01-01 00:00:00","r","2681"
"2015-01-01 00:00:00","ruby","2421"
"2015-01-01 00:00:00","swift","3045"
"2015-02-01 00:00:00","assembly","356"
"2015-02-01 00:00:00","c","3361"
"2015-02-01 00:00:00","c#","11771"
"2015-02-01 00:00:00","c++","6462"
"2015-02-01 00:00:00","delphi","414"
"2015-02-01 00:00:00","go","381"
"2015-02-01 00:00:00","java","16713"
"2015-02-01 00:00:00","javascript","18610"
"2015-02-01 00:00:00","perl","564"
"2015-02-01 00:00:00","php","13448"
"2015-02-01 00:00:00","python","10183"
"2015-02-01 00:00:00","r","2964"
"2015-02-01 00:00:00","ruby","2257"
"2015-02-01 00:00:00","swift","3230"
"2015-03-01 00:00:00","assembly","384"
"2015-03-01 00:00:00","c","3914"
"2015-03-01 00:00:00","c#","13242"
"2015-03-01 00:00:00","c++","7378"
"2015-03-01 00:00:00","delphi","409"
"2015-03-01 00:00:00","go","468"
"2015-03-01 00:00:00","java","19710"
"2015-03-01 00:00:00","javascript","20470"
"2015-03-01 00:00:00","perl","638"
"2015-03-01 00:00:00","php","14830"
"2015-03-01 00:00:00","python","11574"
"2015-03-01 00:00:00","r","3558"
"2015-03-01 00:00:00","ruby","2457"
"2015-03-01 00:00:00","swift","3587"
"2015-04-01 00:00:00","assembly","438"
"2015-04-01 00:00:00","c","3946"
"2015-04-01 00:00:00","c#","13061"
"2015-04-01 00:00:00","c++","7132"
"2015-04-01 00:00:00","delphi","388"
"2015-04-01 00:00:00","go","388"
"2015-04-01 00:00:00","java","19754"
"2015-04-01 00:00:00","javascript","20869"
"2015-04-01 00:00:00","perl","575"
"2015-04-01 00:00:00","php","14889"
"2015-04-01 00:00:00","python","11411"
"2015-04-01 00:00:00","r","3321"
"2015-04-01 00:00:00","ruby","2499"
"2015-04-01 00:00:00","swift","4007"
"2015-05-01 00:00:00","assembly","368"
"2015-05-01 00:00:00","c","3516"
"2015-05-01 00:00:00","c#","13346"
"2015-05-01 00:00:00","c++","6807"
"2015-05-01 00:00:00","delphi","399"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18512"
"2015-05-01 00:00:00","javascript","22106"
"2015-05-01 00:00:00","perl","527"
"2015-05-01 00:00:00","php","14518"
"2015-05-01 00:00:00","python","11199"
"2015-05-01 00:00:00","r","3420"
"2015-05-01 00:00:00","ruby","2503"
"2015-05-01 00:00:00","swift","3790"
"2015-06-01 00:00:00","assembly","267"
"2015-06-01 00:00:00","c","3165"
"2015-06-01 00:00:00","c#","13528"
"2015-06-01 00:00:00","c++","6515"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17840"
"2015-06-01 00:00:00","javascript","22607"
"2015-06-01 00:00:00","perl","570"
"2015-06-01 00:00:00","php","14327"
"2015-06-01 00:00:00","python","11793"
"2015-06-01 00:00:00","r","3430"
"2015-06-01 00:00:00","ruby","2577"
"2015-06-01 00:00:00","swift","4319"
"2015-07-01 00:00:00","assembly","260"
"2015-07-01 00:00:00","c","2811"
"2015-07-01 00:00:00","c#","14105"
"2015-07-01 00:00:00","c++","6698"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","466"
"2015-07-01 00:00:00","java","18675"
"2015-07-01 00:00:00","javascript","23955"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15334"
"2015-07-01 00:00:00","python","12306"
"2015-07-01 00:00:00","r","3981"
"2015-07-01 00:00:00","ruby","2584"
"2015-07-01 00:00:00","swift","5143"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","c","2571"
"2015-08-01 00:00:00","c#","13222"
"2015-08-01 00:00:00","c++","5868"
"2015-08-01 00:00:00","delphi","387"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","java","17075"
"2015-08-01 00:00:00","javascript","22150"
"2015-08-01 00:00:00","perl","552"
"2015-08-01 00:00:00","php","14210"
"2015-08-01 00:00:00","python","11214"
"2015-08-01 00:00:00","r","3493"
"2015-08-01 00:00:00","ruby","2313"
"2015-08-01 00:00:00","swift","5080"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c","3081"
"2015-09-01 00:00:00","c#","12912"
"2015-09-01 00:00:00","c++","5906"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","go","420"
"2015-09-01 00:00:00","java","16931"
"2015-09-01 00:00:00","javascript","21389"
"2015-09-01 00:00:00","perl","465"
"2015-09-01 00:00:00","php","13475"
"2015-09-01 00:00:00","python","10956"
"2015-09-01 00:00:00","r","3329"
"2015-09-01 00:00:00","ruby","2157"
"2015-09-01 00:00:00","swift","4545"
"2015-10-01 00:00:00","assembly","430"
"2015-10-01 00:00:00","c","3676"
"2015-10-01 00:00:00","c#","12790"
"2015-10-01 00:00:00","c++","7046"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","426"
"2015-10-01 00:00:00","java","18533"
"2015-10-01 00:00:00","javascript","21808"
"2015-10-01 00:00:00","perl","497"
"2015-10-01 00:00:00","php","13875"
"2015-10-01 00:00:00","python","12463"
"2015-10-01 00:00:00","r","3679"
"2015-10-01 00:00:00","ruby","2193"
"2015-10-01 00:00:00","swift","4292"
"2015-11-01 00:00:00","assembly","403"
"2015-11-01 00:00:00","c","3609"
"2015-11-01 00:00:00","c#","12369"
"2015-11-01 00:00:00","c++","7080"
"2015-11-01 00:00:00","delphi","389"
"2015-11-01 00:00:00","go","433"
"2015-11-01 00:00:00","java","17756"
"2015-11-01 00:00:00","javascript","21256"
"2015-11-01 00:00:00","perl","463"
"2015-11-01 00:00:00","php","13281"
"2015-11-01 00:00:00","python","12275"
"2015-11-01 00:00:00","r","3538"
"2015-11-01 00:00:00","ruby","1956"
"2015-11-01 00:00:00","swift","4317"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","c","3086"
"2015-12-01 00:00:00","c#","12132"
"2015-12-01 00:00:00","c++","6555"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","go","418"
"2015-12-01 00:00:00","java","16537"
"2015-12-01 00:00:00","javascript","21063"
"2015-12-01 00:00:00","perl","477"
"2015-12-01 00:00:00","php","13695"
"2015-12-01 00:00:00","python","11631"
"2015-12-01 00:00:00","r","3178"
"2015-12-01 00:00:00","ruby","2028"
"2015-12-01 00:00:00","swift","4370"
"2016-01-01 00:00:00","assembly","247"
"2016-01-01 00:00:00","c","3041"
"2016-01-01 00:00:00","c#","12352"
"2016-01-01 00:00:00","c++","6093"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16607"
"2016-01-01 00:00:00","javascript","22494"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","php","14526"
"2016-01-01 00:00:00","python","12336"
"2016-01-01 00:00:00","r","3534"
"2016-01-01 00:00:00","ruby","2143"
"2016-01-01 00:00:00","swift","4779"
"2016-02-01 00:00:00","assembly","347"
"2016-02-01 00:00:00","c","3274"
"2016-02-01 00:00:00","c#","12720"
"2016-02-01 00:00:00","c++","6548"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","go","541"
"2016-02-01 00:00:00","java","17833"
"2016-02-01 00:00:00","javascript","22458"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14862"
"2016-02-01 00:00:00","python","13230"
"2016-02-01 00:00:00","r","3587"
"2016-02-01 00:00:00","ruby","2248"
"2016-02-01 00:00:00","swift","4747"
"2016-03-01 00:00:00","assembly","436"
"2016-03-01 00:00:00","c","3442"
"2016-03-01 00:00:00","c#","13598"
"2016-03-01 00:00:00","c++","7012"
"2016-03-01 00:00:00","delphi","339"
"2016-03-01 00:00:00","go","593"
"2016-03-01 00:00:00","java","19884"
"2016-03-01 00:00:00","javascript","24077"
"2016-03-01 00:00:00","perl","467"
"2016-03-01 00:00:00","php","15083"
"2016-03-01 00:00:00","python","14050"
"2016-03-01 00:00:00","r","4041"
"2016-03-01 00:00:00","ruby","2256"
"2016-03-01 00:00:00","swift","5071"
"2016-04-01 00:00:00","assembly","413"
"2016-04-01 00:00:00","c","3349"
"2016-04-01 00:00:00","c#","13706"
"2016-04-01 00:00:00","c++","6883"
"2016-04-01 00:00:00","delphi","324"
"2016-04-01 00:00:00","go","602"
"2016-04-01 00:00:00","java","19460"
"2016-04-01 00:00:00","javascript","23435"
"2016-04-01 00:00:00","perl","492"
"2016-04-01 00:00:00","php","14429"
"2016-04-01 00:00:00","python","13630"
"2016-04-01 00:00:00","r","4125"
"2016-04-01 00:00:00","ruby","2214"
"2016-04-01 00:00:00","swift","4744"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2720"
"2016-05-01 00:00:00","c#","13483"
"2016-05-01 00:00:00","c++","6123"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","579"
"2016-05-01 00:00:00","java","17001"
"2016-05-01 00:00:00","javascript","22975"
"2016-05-01 00:00:00","perl","486"
"2016-05-01 00:00:00","php","14396"
"2016-05-01 00:00:00","python","13089"
"2016-05-01 00:00:00","r","3796"
"2016-05-01 00:00:00","ruby","2131"
"2016-05-01 00:00:00","swift","4407"
"2016-06-01 00:00:00","assembly","290"
"2016-06-01 00:00:00","c","2298"
"2016-06-01 00:00:00","c#","13043"
"2016-06-01 00:00:00","c++","5710"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","548"
"2016-06-01 00:00:00","java","15894"
"2016-06-01 00:00:00","javascript","22130"
"2016-06-01 00:00:00","perl","435"
"2016-06-01 00:00:00","php","13569"
"2016-06-01 00:00:00","python","12896"
"2016-06-01 00:00:00","r","3860"
"2016-06-01 00:00:00","ruby","2107"
"2016-06-01 00:00:00","swift","4789"
"2016-07-01 00:00:00","assembly","202"
"2016-07-01 00:00:00","c","2345"
"2016-07-01 00:00:00","c#","11989"
"2016-07-01 00:00:00","c++","5461"
"2016-07-01 00:00:00","delphi","242"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14921"
"2016-07-01 00:00:00","javascript","22191"
"2016-07-01 00:00:00","perl","413"
"2016-07-01 00:00:00","php","12874"
"2016-07-01 00:00:00","python","12804"
"2016-07-01 00:00:00","r","3745"
"2016-07-01 00:00:00","ruby","1899"
"2016-07-01 00:00:00","swift","4929"
"2016-08-01 00:00:00","assembly","256"
"2016-08-01 00:00:00","c","2212"
"2016-08-01 00:00:00","c#","12710"
"2016-08-01 00:00:00","c++","5012"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","go","571"
"2016-08-01 00:00:00","java","15164"
"2016-08-01 00:00:00","javascript","22646"
"2016-08-01 00:00:00","perl","460"
"2016-08-01 00:00:00","php","12844"
"2016-08-01 00:00:00","python","12894"
"2016-08-01 00:00:00","r","3782"
"2016-08-01 00:00:00","ruby","1875"
"2016-08-01 00:00:00","swift","4897"
"2016-09-01 00:00:00","assembly","335"
"2016-09-01 00:00:00","c","2509"
"2016-09-01 00:00:00","c#","11095"
"2016-09-01 00:00:00","c++","5134"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","511"
"2016-09-01 00:00:00","java","14649"
"2016-09-01 00:00:00","javascript","20428"
"2016-09-01 00:00:00","perl","462"
"2016-09-01 00:00:00","php","12096"
"2016-09-01 00:00:00","python","12327"
"2016-09-01 00:00:00","r","3300"
"2016-09-01 00:00:00","ruby","1923"
"2016-09-01 00:00:00","swift","4850"
"2016-10-01 00:00:00","assembly","398"
"2016-10-01 00:00:00","c","3204"
"2016-10-01 00:00:00","c#","11442"
"2016-10-01 00:00:00","c++","5962"
"2016-10-01 00:00:00","delphi","267"
"2016-10-01 00:00:00","go","532"
"2016-10-01 00:00:00","java","15307"
"2016-10-01 00:00:00","javascript","20427"
"2016-10-01 00:00:00","perl","402"
"2016-10-01 00:00:00","php","12228"
"2016-10-01 00:00:00","python","13486"
"2016-10-01 00:00:00","r","3786"
"2016-10-01 00:00:00","ruby","1820"
"2016-10-01 00:00:00","swift","4725"
"2016-11-01 00:00:00","assembly","412"
"2016-11-01 00:00:00","c","3259"
"2016-11-01 00:00:00","c#","11644"
"2016-11-01 00:00:00","c++","6066"
"2016-11-01 00:00:00","delphi","274"
"2016-11-01 00:00:00","go","476"
"2016-11-01 00:00:00","java","15635"
